,Equipes,Pts,Matchs joués,Gagnés,Nuls,Perdus,Journée,Season,ID_equipes
11,Section Paloise,27,16,5,1,10,J16,2022-2023,3
12,CA Brive,25,16,5,0,11,J16,2022-2023,12
13,USA Perpignan,22,16,5,0,11,J16,2022-2023,16
0,Stade Toulousain,58,17,12,1,4,J17,2022-2023,9
1,Stade Français Paris,50,17,10,1,6,J17,2022-2023,14
2,LOU Rugby,44,17,10,0,7,J17,2022-2023,1
3,Stade Rochelais,43,17,9,0,8,J17,2022-2023,11
4,Racing 92,42,17,9,1,7,J17,2022-2023,10
5,Aviron Bayonnais,41,17,9,1,7,J17,2022-2023,5
6,Union Bordeaux-Bègles,40,17,8,1,8,J17,2022-2023,6
7,Montpellier Hérault Rugby,39,17,8,0,9,J17,2022-2023,8
8,RC Toulon,39,17,9,0,8,J17,2022-2023,2
9,ASM Clermont,36,17,7,1,9,J17,2022-2023,4
10,Castres Olympique,32,17,7,1,9,J17,2022-2023,7
11,Section Paloise,32,17,6,1,10,J17,2022-2023,3
12,CA Brive,26,17,5,0,12,J17,2022-2023,12
13,USA Perpignan,26,17,6,0,11,J17,2022-2023,16
0,Stade Toulousain,58,18,12,1,5,J18,2022-2023,9
1,Stade Français Paris,51,18,10,1,7,J18,2022-2023,14
2,LOU Rugby,48,18,11,0,7,J18,2022-2023,1
3,Stade Rochelais,47,18,10,0,8,J18,2022-2023,11
4,Racing 92,46,18,10,1,7,J18,2022-2023,10
5,Aviron Bayonnais,45,18,10,1,7,J18,2022-2023,5
6,Union Bordeaux-Bègles,44,18,9,1,8,J18,2022-2023,6
7,RC Toulon,43,18,10,0,8,J18,2022-2023,2
8,Montpellier Hérault Rugby,39,18,8,0,10,J18,2022-2023,8
9,ASM Clermont,36,18,7,1,10,J18,2022-2023,4
10,Castres Olympique,32,18,7,1,10,J18,2022-2023,7
11,Section Paloise,32,18,6,1,11,J18,2022-2023,3
12,USA Perpignan,30,18,7,0,11,J18,2022-2023,16
13,CA Brive,26,18,5,0,13,J18,2022-2023,12
0,Stade Toulousain,63,19,13,1,5,J19,2022-2023,9
1,Stade Français Paris,55,19,11,1,7,J19,2022-2023,14
2,LOU Rugby,53,19,12,0,7,J19,2022-2023,1
3,Stade Rochelais,52,19,11,0,8,J19,2022-2023,11
4,Aviron Bayonnais,50,19,11,1,7,J19,2022-2023,5
5,Union Bordeaux-Bègles,49,19,10,1,8,J19,2022-2023,6
6,Racing 92,46,19,10,1,8,J19,2022-2023,10
7,RC Toulon,43,19,10,0,9,J19,2022-2023,2
8,ASM Clermont,40,19,8,1,10,J19,2022-2023,4
9,Montpellier Hérault Rugby,39,19,8,0,11,J19,2022-2023,8
10,Castres Olympique,32,19,7,1,11,J19,2022-2023,7
11,Section Paloise,32,19,6,1,12,J19,2022-2023,3
12,USA Perpignan,30,19,7,0,12,J19,2022-2023,16
13,CA Brive,26,19,5,0,14,J19,2022-2023,12
0,Stade Toulousain,67,20,14,1,5,J20,2022-2023,9
1,Stade Rochelais,56,20,12,0,8,J20,2022-2023,11
2,Stade Français Paris,55,20,11,1,8,J20,2022-2023,14
3,LOU Rugby,54,20,12,0,8,J20,2022-2023,1
4,Union Bordeaux-Bègles,53,20,11,1,8,J20,2022-2023,6
5,Aviron Bayonnais,50,20,11,1,8,J20,2022-2023,5
6,RC Toulon,48,20,11,0,9,J20,2022-2023,2
7,Racing 92,47,20,10,1,9,J20,2022-2023,10
8,Montpellier Hérault Rugby,44,20,9,0,11,J20,2022-2023,8
9,ASM Clermont,40,20,8,1,11,J20,2022-2023,4
10,Castres Olympique,36,20,8,1,11,J20,2022-2023,7
11,USA Perpignan,34,20,8,0,12,J20,2022-2023,16
12,Section Paloise,33,20,6,1,13,J20,2022-2023,3
13,CA Brive,26,20,5,0,15,J20,2022-2023,12
0,Stade Toulousain,67,21,14,1,6,J21,2022-2023,9
1,Stade Rochelais,61,21,13,0,8,J21,2022-2023,11
2,Stade Français Paris,56,21,11,1,9,J21,2022-2023,14
3,LOU Rugby,55,21,12,0,9,J21,2022-2023,1
4,Union Bordeaux-Bègles,53,21,11,1,9,J21,2022-2023,6
5,RC Toulon,52,21,12,0,9,J21,2022-2023,2
6,Racing 92,51,21,11,1,9,J21,2022-2023,10
7,Aviron Bayonnais,50,21,11,1,9,J21,2022-2023,5
8,Montpellier Hérault Rugby,48,21,10,0,11,J21,2022-2023,8
9,ASM Clermont,45,21,9,1,11,J21,2022-2023,4
10,Castres Olympique,40,21,9,1,11,J21,2022-2023,7
11,Section Paloise,37,21,7,1,13,J21,2022-2023,3
12,USA Perpignan,35,21,8,0,13,J21,2022-2023,16
13,CA Brive,26,21,5,0,16,J21,2022-2023,12
0,Stade Toulousain,71,22,15,1,6,J22,2022-2023,9
1,Stade Rochelais,65,22,14,0,8,J22,2022-2023,11
2,Stade Français Paris,60,22,12,1,9,J22,2022-2023,14
3,RC Toulon,57,22,13,0,9,J22,2022-2023,2
4,LOU Rugby,56,22,12,0,10,J22,2022-2023,1
5,Racing 92,56,22,12,1,9,J22,2022-2023,10
6,Union Bordeaux-Bègles,54,22,11,1,10,J22,2022-2023,6
7,Aviron Bayonnais,50,22,11,1,10,J22,2022-2023,5
8,Montpellier Hérault Rugby,48,22,10,0,12,J22,2022-2023,8
9,ASM Clermont,46,22,9,1,12,J22,2022-2023,4
10,Castres Olympique,44,22,10,1,11,J22,2022-2023,7
11,Section Paloise,41,22,8,1,13,J22,2022-2023,3
12,USA Perpignan,35,22,8,0,14,J22,2022-2023,16
13,CA Brive,27,22,5,0,17,J22,2022-2023,12
0,Stade Toulousain,71,23,15,1,7,J23,2022-2023,9
1,Stade Rochelais,70,23,15,0,8,J23,2022-2023,11
2,Stade Français Paris,64,23,13,1,9,J23,2022-2023,14
3,Union Bordeaux-Bègles,58,23,12,1,10,J23,2022-2023,6
4,RC Toulon,57,23,13,0,10,J23,2022-2023,2
5,LOU Rugby,56,23,12,0,11,J23,2022-2023,1
6,Racing 92,56,23,12,1,10,J23,2022-2023,10
7,Aviron Bayonnais,54,23,12,1,10,J23,2022-2023,5
8,Castres Olympique,49,23,11,1,11,J23,2022-2023,7
9,Montpellier Hérault Rugby,49,23,10,0,13,J23,2022-2023,8
10,ASM Clermont,46,23,9,1,13,J23,2022-2023,4
11,Section Paloise,42,23,8,1,14,J23,2022-2023,3
12,USA Perpignan,39,23,9,0,14,J23,2022-2023,16
13,CA Brive,31,23,6,0,17,J23,2022-2023,12
0,Stade Toulousain,75,24,16,1,7,J24,2022-2023,9
1,Stade Rochelais,74,24,16,0,8,J24,2022-2023,11
2,Stade Français Paris,64,24,13,1,10,J24,2022-2023,14
3,Racing 92,61,24,13,1,10,J24,2022-2023,10
4,LOU Rugby,60,24,13,0,11,J24,2022-2023,1
5,Union Bordeaux-Bègles,58,24,12,1,11,J24,2022-2023,6
6,RC Toulon,57,24,13,0,11,J24,2022-2023,2
7,Aviron Bayonnais,54,24,12,1,11,J24,2022-2023,5
8,ASM Clermont,51,24,10,1,13,J24,2022-2023,4
9,Montpellier Hérault Rugby,50,24,10,0,14,J24,2022-2023,8
10,Castres Olympique,49,24,11,1,12,J24,2022-2023,7
11,Section Paloise,47,24,9,1,14,J24,2022-2023,3
12,USA Perpignan,39,24,9,0,15,J24,2022-2023,16
13,CA Brive,35,24,7,0,17,J24,2022-2023,12
0,Stade Toulousain,76,25,16,1,8,J25,2022-2023,9
1,Stade Rochelais,74,25,16,0,9,J25,2022-2023,11
2,Stade Français Paris,66,25,13,2,10,J25,2022-2023,14
3,Racing 92,66,25,14,1,10,J25,2022-2023,10
4,Union Bordeaux-Bègles,63,25,13,1,11,J25,2022-2023,6
5,LOU Rugby,62,25,13,1,11,J25,2022-2023,1
6,Aviron Bayonnais,58,25,13,1,11,J25,2022-2023,5
7,RC Toulon,57,25,13,0,12,J25,2022-2023,2
8,Montpellier Hérault Rugby,54,25,11,0,14,J25,2022-2023,8
9,Castres Olympique,53,25,12,1,12,J25,2022-2023,7
10,ASM Clermont,52,25,10,1,14,J25,2022-2023,4
11,Section Paloise,47,25,9,1,15,J25,2022-2023,3
12,USA Perpignan,43,25,10,0,15,J25,2022-2023,16
13,CA Brive,36,25,7,0,18,J25,2022-2023,12
0,Stade Toulousain,81,26,17,1,8,J26,2022-2023,9
1,Stade Rochelais,78,26,17,0,9,J26,2022-2023,11
2,LOU Rugby,67,26,14,1,11,J26,2022-2023,1
3,Stade Français Paris,67,26,13,2,11,J26,2022-2023,14
4,Racing 92,66,26,14,1,11,J26,2022-2023,10
5,Union Bordeaux-Bègles,63,26,13,1,12,J26,2022-2023,6
6,RC Toulon,61,26,14,0,12,J26,2022-2023,2
7,Aviron Bayonnais,58,26,13,1,12,J26,2022-2023,5
8,Castres Olympique,57,26,13,1,12,J26,2022-2023,7
9,ASM Clermont,56,26,11,1,14,J26,2022-2023,4
10,Montpellier Hérault Rugby,54,26,11,0,15,J26,2022-2023,8
11,Section Paloise,52,26,10,1,15,J26,2022-2023,3
12,USA Perpignan,43,26,10,0,16,J26,2022-2023,16
13,CA Brive,36,26,7,0,19,J26,2022-2023,12
0,LOU Rugby,5,1,1,0,0,J1,2023-2024,1
1,Stade Français Paris,4,1,1,0,0,J1,2023-2024,14
2,Oyonnax Rugby,4,1,1,0,0,J1,2023-2024,17
3,Aviron Bayonnais,4,1,1,0,0,J1,2023-2024,5
4,Montpellier Hérault Rugby,4,1,1,0,0,J1,2023-2024,8
5,Racing 92,4,1,1,0,0,J1,2023-2024,10
6,Castres Olympique,4,1,1,0,0,J1,2023-2024,7
7,Section Paloise,1,1,0,0,1,J1,2023-2024,3
8,Union Bordeaux-Bègles,1,1,0,0,1,J1,2023-2024,6
9,Stade Rochelais,0,1,0,0,1,J1,2023-2024,11
10,RC Toulon,0,1,0,0,1,J1,2023-2024,2
11,ASM Clermont,0,1,0,0,1,J1,2023-2024,4
12,Stade Toulousain,0,1,0,0,1,J1,2023-2024,9
13,USA Perpignan,0,1,0,0,1,J1,2023-2024,16
0,Stade Français Paris,8,2,2,0,0,J2,2023-2024,14
1,Racing 92,5,2,1,0,1,J2,2023-2024,10
2,Section Paloise,5,2,1,0,1,J2,2023-2024,3
3,Castres Olympique,5,2,1,0,1,J2,2023-2024,7
4,Union Bordeaux-Bègles,5,2,1,0,1,J2,2023-2024,6
5,Aviron Bayonnais,5,2,1,0,1,J2,2023-2024,5
6,Stade Toulousain,5,2,1,0,1,J2,2023-2024,9
7,ASM Clermont,5,2,1,0,1,J2,2023-2024,4
8,LOU Rugby,5,2,1,0,1,J2,2023-2024,1
9,Montpellier Hérault Rugby,4,2,1,0,1,J2,2023-2024,8
10,Stade Rochelais,4,2,1,0,1,J2,2023-2024,11
11,Oyonnax Rugby,4,2,1,0,1,J2,2023-2024,17
12,RC Toulon,4,2,1,0,1,J2,2023-2024,2
13,USA Perpignan,0,2,0,0,2,J2,2023-2024,16
0,Stade Français Paris,13,3,3,0,0,J3,2023-2024,14
1,Section Paloise,10,3,2,0,1,J3,2023-2024,3
2,Castres Olympique,10,3,2,0,1,J3,2023-2024,7
3,Racing 92,10,3,2,0,1,J3,2023-2024,10
4,Stade Toulousain,9,3,2,0,1,J3,2023-2024,9
5,ASM Clermont,9,3,2,0,1,J3,2023-2024,4
6,Union Bordeaux-Bègles,9,3,2,0,1,J3,2023-2024,6
7,LOU Rugby,5,3,1,0,2,J3,2023-2024,1
8,Stade Rochelais,5,3,1,0,2,J3,2023-2024,11
9,RC Toulon,5,3,1,0,2,J3,2023-2024,2
10,Aviron Bayonnais,5,3,1,0,2,J3,2023-2024,5
11,Oyonnax Rugby,4,3,1,0,2,J3,2023-2024,17
12,Montpellier Hérault Rugby,4,3,1,0,2,J3,2023-2024,8
13,USA Perpignan,0,3,0,0,3,J3,2023-2024,16
0,Section Paloise,14,4,3,0,1,J4,2023-2024,3
1,Castres Olympique,14,4,3,0,1,J4,2023-2024,7
2,Racing 92,14,4,3,0,1,J4,2023-2024,10
3,Stade Français Paris,13,4,3,0,1,J4,2023-2024,14
4,Stade Toulousain,13,4,3,0,1,J4,2023-2024,9
5,LOU Rugby,10,4,2,0,2,J4,2023-2024,1
6,RC Toulon,10,4,2,0,2,J4,2023-2024,2
7,Union Bordeaux-Bègles,9,4,2,0,2,J4,2023-2024,6
8,Aviron Bayonnais,9,4,2,0,2,J4,2023-2024,5
9,ASM Clermont,9,4,2,0,2,J4,2023-2024,4
10,Stade Rochelais,6,4,1,0,3,J4,2023-2024,11
11,Montpellier Hérault Rugby,5,4,1,0,3,J4,2023-2024,8
12,Oyonnax Rugby,4,4,1,0,3,J4,2023-2024,17
13,USA Perpignan,0,4,0,0,4,J4,2023-2024,16
0,Section Paloise,18,5,4,0,1,J5,2023-2024,3
1,Racing 92,18,5,4,0,1,J5,2023-2024,10
2,Stade Français Paris,18,5,4,0,1,J5,2023-2024,14
3,ASM Clermont,14,5,3,0,2,J5,2023-2024,4
4,Castres Olympique,14,5,3,0,2,J5,2023-2024,7
5,Stade Toulousain,14,5,3,0,2,J5,2023-2024,9
6,Union Bordeaux-Bègles,13,5,3,0,2,J5,2023-2024,6
7,LOU Rugby,11,5,2,0,3,J5,2023-2024,1
8,RC Toulon,11,5,2,0,3,J5,2023-2024,2
9,Aviron Bayonnais,9,5,2,0,3,J5,2023-2024,5
10,Oyonnax Rugby,8,5,2,0,3,J5,2023-2024,17
11,Stade Rochelais,7,5,1,0,4,J5,2023-2024,11
12,Montpellier Hérault Rugby,5,5,1,0,4,J5,2023-2024,8
13,USA Perpignan,4,5,1,0,4,J5,2023-2024,16
0,Stade Français Paris,22,6,5,0,1,J6,2023-2024,14
1,Section Paloise,22,6,5,0,1,J6,2023-2024,3
2,Racing 92,19,6,4,0,2,J6,2023-2024,10
3,Castres Olympique,19,6,4,0,2,J6,2023-2024,7
4,Stade Toulousain,18,6,4,0,2,J6,2023-2024,9
5,ASM Clermont,18,6,4,0,2,J6,2023-2024,4
6,RC Toulon,15,6,3,0,3,J6,2023-2024,2
7,Union Bordeaux-Bègles,13,6,3,0,3,J6,2023-2024,6
8,LOU Rugby,12,6,2,0,4,J6,2023-2024,1
9,Stade Rochelais,11,6,2,0,4,J6,2023-2024,11
10,Aviron Bayonnais,10,6,2,0,4,J6,2023-2024,5
11,Oyonnax Rugby,8,6,2,0,4,J6,2023-2024,17
12,Montpellier Hérault Rugby,6,6,1,0,5,J6,2023-2024,8
13,USA Perpignan,4,6,1,0,5,J6,2023-2024,16
0,Stade Français Paris,23,7,5,0,2,J7,2023-2024,14
1,Racing 92,23,7,5,0,2,J7,2023-2024,10
2,Castres Olympique,23,7,5,0,2,J7,2023-2024,7
3,Section Paloise,22,7,5,0,2,J7,2023-2024,3
4,RC Toulon,19,7,4,0,3,J7,2023-2024,2
5,ASM Clermont,19,7,4,0,3,J7,2023-2024,4
6,Stade Toulousain,18,7,4,0,3,J7,2023-2024,9
7,Stade Rochelais,15,7,3,0,4,J7,2023-2024,11
8,Aviron Bayonnais,15,7,3,0,4,J7,2023-2024,5
9,Union Bordeaux-Bègles,14,7,3,0,4,J7,2023-2024,6
10,Oyonnax Rugby,12,7,3,0,4,J7,2023-2024,17
11,LOU Rugby,12,7,2,0,5,J7,2023-2024,1
12,USA Perpignan,8,7,2,0,5,J7,2023-2024,16
13,Montpellier Hérault Rugby,6,7,1,0,6,J7,2023-2024,8
0,Racing 92,28,8,6,0,2,J8,2023-2024,10
1,Section Paloise,27,8,6,0,2,J8,2023-2024,3
2,Stade Français Paris,23,8,5,0,3,J8,2023-2024,14
3,RC Toulon,23,8,5,0,3,J8,2023-2024,2
4,Castres Olympique,23,8,5,0,3,J8,2023-2024,7
5,Stade Toulousain,23,8,5,0,3,J8,2023-2024,9
6,Union Bordeaux-Bègles,19,8,4,0,4,J8,2023-2024,6
7,ASM Clermont,19,8,4,0,4,J8,2023-2024,4
8,Oyonnax Rugby,16,8,4,0,4,J8,2023-2024,17
9,LOU Rugby,16,8,3,0,5,J8,2023-2024,1
10,Stade Rochelais,15,8,3,0,5,J8,2023-2024,11
11,Aviron Bayonnais,15,8,3,0,5,J8,2023-2024,5
12,USA Perpignan,8,8,2,0,6,J8,2023-2024,16
13,Montpellier Hérault Rugby,7,8,1,0,7,J8,2023-2024,8
0,Racing 92,29,9,6,0,3,J9,2023-2024,10
1,RC Toulon,28,9,6,0,3,J9,2023-2024,2
2,Castres Olympique,28,9,6,0,3,J9,2023-2024,7
3,Section Paloise,27,9,6,0,3,J9,2023-2024,3
4,Stade Français Paris,27,9,6,0,3,J9,2023-2024,14
5,Stade Toulousain,23,9,5,0,4,J9,2023-2024,9
6,Union Bordeaux-Bègles,23,9,5,0,4,J9,2023-2024,6
7,ASM Clermont,23,9,5,0,4,J9,2023-2024,4
8,Stade Rochelais,20,9,4,0,5,J9,2023-2024,11
9,Aviron Bayonnais,19,9,4,0,5,J9,2023-2024,5
10,Oyonnax Rugby,16,9,4,0,5,J9,2023-2024,17
11,LOU Rugby,16,9,3,0,6,J9,2023-2024,1
12,USA Perpignan,8,9,2,0,7,J9,2023-2024,16
13,Montpellier Hérault Rugby,7,9,1,0,8,J9,2023-2024,8
0,Racing 92,34,10,7,0,3,J10,2023-2024,10
1,Section Paloise,31,10,7,0,3,J10,2023-2024,3
2,Stade Français Paris,31,10,7,0,3,J10,2023-2024,14
3,Union Bordeaux-Bègles,28,10,6,0,4,J10,2023-2024,6
4,RC Toulon,28,10,6,0,4,J10,2023-2024,2
5,Castres Olympique,28,10,6,0,4,J10,2023-2024,7
6,Stade Toulousain,27,10,6,0,4,J10,2023-2024,9
7,ASM Clermont,23,10,5,0,5,J10,2023-2024,4
8,Stade Rochelais,21,10,4,0,6,J10,2023-2024,11
9,Aviron Bayonnais,19,10,4,0,6,J10,2023-2024,5
10,Oyonnax Rugby,16,10,4,0,6,J10,2023-2024,17
11,LOU Rugby,16,10,3,0,7,J10,2023-2024,1
12,USA Perpignan,13,10,3,0,7,J10,2023-2024,16
13,Montpellier Hérault Rugby,11,10,2,0,8,J10,2023-2024,8
0,Racing 92,35,11,7,0,4,J11,2023-2024,10
1,Union Bordeaux-Bègles,32,11,7,0,4,J11,2023-2024,6
2,RC Toulon,32,11,7,0,4,J11,2023-2024,2
3,Section Paloise,31,11,7,0,4,J11,2023-2024,3
4,Stade Français Paris,31,11,7,0,4,J11,2023-2024,14
5,Castres Olympique,29,11,6,0,5,J11,2023-2024,7
6,Stade Toulousain,27,11,6,0,5,J11,2023-2024,9
7,Stade Rochelais,26,11,5,0,6,J11,2023-2024,11
8,ASM Clermont,24,11,5,0,6,J11,2023-2024,4
9,Aviron Bayonnais,23,11,5,0,6,J11,2023-2024,5
10,Oyonnax Rugby,20,11,5,0,6,J11,2023-2024,17
11,LOU Rugby,20,11,4,0,7,J11,2023-2024,1
12,USA Perpignan,17,11,4,0,7,J11,2023-2024,16
13,Montpellier Hérault Rugby,12,11,2,0,9,J11,2023-2024,8
0,Racing 92,40,12,8,0,4,J12,2023-2024,10
1,Union Bordeaux-Bègles,36,12,8,0,4,J12,2023-2024,6
2,Stade Français Paris,33,12,7,1,4,J12,2023-2024,14
3,Stade Toulousain,32,12,7,0,5,J12,2023-2024,9
4,RC Toulon,32,12,7,0,5,J12,2023-2024,2
5,Section Paloise,31,12,7,0,5,J12,2023-2024,3
6,Castres Olympique,30,12,6,0,6,J12,2023-2024,7
7,Stade Rochelais,30,12,6,0,6,J12,2023-2024,11
8,ASM Clermont,26,12,5,1,6,J12,2023-2024,4
9,Aviron Bayonnais,24,12,5,0,7,J12,2023-2024,5
10,USA Perpignan,21,12,5,0,7,J12,2023-2024,16
11,Oyonnax Rugby,20,12,5,0,7,J12,2023-2024,17
12,LOU Rugby,20,12,4,0,8,J12,2023-2024,1
13,Montpellier Hérault Rugby,16,12,3,0,9,J12,2023-2024,8
0,Racing 92,40,13,8,0,5,J13,2023-2024,10
1,Stade Français Paris,37,13,8,1,4,J13,2023-2024,14
2,Union Bordeaux-Bègles,37,13,8,0,5,J13,2023-2024,6
3,Stade Toulousain,36,13,8,0,5,J13,2023-2024,9
4,RC Toulon,36,13,8,0,5,J13,2023-2024,2
5,Section Paloise,32,13,7,0,6,J13,2023-2024,3
6,Castres Olympique,31,13,6,0,7,J13,2023-2024,7
7,Stade Rochelais,31,13,6,0,7,J13,2023-2024,11
8,ASM Clermont,30,13,6,1,6,J13,2023-2024,4
9,Aviron Bayonnais,28,13,6,0,7,J13,2023-2024,5
10,LOU Rugby,24,13,5,0,8,J13,2023-2024,1
11,USA Perpignan,21,13,5,0,8,J13,2023-2024,16
12,Oyonnax Rugby,21,13,5,0,8,J13,2023-2024,17
13,Montpellier Hérault Rugby,20,13,4,0,9,J13,2023-2024,8
0,Stade Français Paris,41,14,9,1,4,J14,2023-2024,14
1,Stade Toulousain,41,14,9,0,5,J14,2023-2024,9
2,Union Bordeaux-Bègles,41,14,9,0,5,J14,2023-2024,6
3,Racing 92,40,14,8,0,6,J14,2023-2024,10
4,RC Toulon,37,14,8,0,6,J14,2023-2024,2
5,ASM Clermont,35,14,7,1,6,J14,2023-2024,4
6,Castres Olympique,35,14,7,0,7,J14,2023-2024,7
7,Stade Rochelais,35,14,7,0,7,J14,2023-2024,11
8,Section Paloise,32,14,7,0,7,J14,2023-2024,3
9,Aviron Bayonnais,28,14,6,0,8,J14,2023-2024,5
10,USA Perpignan,26,14,6,0,8,J14,2023-2024,16
11,LOU Rugby,24,14,5,0,9,J14,2023-2024,1
12,Oyonnax Rugby,22,14,5,0,9,J14,2023-2024,17
13,Montpellier Hérault Rugby,20,14,4,0,10,J14,2023-2024,8
0,Stade Français Paris,46,15,10,1,4,J15,2023-2024,14
1,Stade Toulousain,46,15,10,0,5,J15,2023-2024,9
2,Union Bordeaux-Bègles,41,15,9,0,6,J15,2023-2024,6
3,Racing 92,40,15,8,0,7,J15,2023-2024,10
4,Castres Olympique,39,15,8,0,7,J15,2023-2024,7
5,RC Toulon,37,15,8,0,7,J15,2023-2024,2
6,Section Paloise,36,15,8,0,7,J15,2023-2024,3
7,ASM Clermont,35,15,7,1,7,J15,2023-2024,4
8,Stade Rochelais,35,15,7,0,8,J15,2023-2024,11
9,Aviron Bayonnais,32,15,7,0,8,J15,2023-2024,5
10,LOU Rugby,28,15,6,0,9,J15,2023-2024,1
11,USA Perpignan,26,15,6,0,9,J15,2023-2024,16
12,Montpellier Hérault Rugby,25,15,5,0,10,J15,2023-2024,8
13,Oyonnax Rugby,22,15,5,0,10,J15,2023-2024,17
0,Stade Français Paris,50,16,11,1,4,J16,2023-2024,14
1,Stade Toulousain,50,16,11,0,5,J16,2023-2024,9
2,Castres Olympique,44,16,9,0,7,J16,2023-2024,7
3,Union Bordeaux-Bègles,41,16,9,0,7,J16,2023-2024,6
4,Section Paloise,40,16,9,0,7,J16,2023-2024,3
5,Racing 92,40,16,8,0,8,J16,2023-2024,10
6,RC Toulon,37,16,8,0,8,J16,2023-2024,2
7,ASM Clermont,36,16,7,1,8,J16,2023-2024,4
8,Stade Rochelais,35,16,7,0,9,J16,2023-2024,11
9,LOU Rugby,33,16,7,0,9,J16,2023-2024,1
10,Aviron Bayonnais,33,16,7,0,9,J16,2023-2024,5
11,USA Perpignan,31,16,7,0,9,J16,2023-2024,16
12,Montpellier Hérault Rugby,29,16,6,0,10,J16,2023-2024,8
13,Oyonnax Rugby,22,16,5,0,11,J16,2023-2024,17
0,Stade Français Paris,55,17,12,1,4,J17,2023-2024,14
1,Stade Toulousain,55,17,12,0,5,J17,2023-2024,9
2,Union Bordeaux-Bègles,45,17,10,0,7,J17,2023-2024,6
3,Castres Olympique,44,17,9,0,8,J17,2023-2024,7
4,RC Toulon,41,17,9,0,8,J17,2023-2024,2
5,Racing 92,40,17,8,0,9,J17,2023-2024,10
6,Stade Rochelais,40,17,8,0,9,J17,2023-2024,11
7,Section Paloise,40,17,9,0,8,J17,2023-2024,3
8,Aviron Bayonnais,38,17,8,0,9,J17,2023-2024,5
9,ASM Clermont,36,17,7,1,9,J17,2023-2024,4
10,LOU Rugby,33,17,7,0,10,J17,2023-2024,1
11,Montpellier Hérault Rugby,33,17,7,0,10,J17,2023-2024,8
12,USA Perpignan,31,17,7,0,10,J17,2023-2024,16
13,Oyonnax Rugby,23,17,5,0,12,J17,2023-2024,17
0,Stade Français Paris,55,18,12,1,5,J18,2023-2024,14
1,Stade Toulousain,55,18,12,0,6,J18,2023-2024,9
2,Stade Rochelais,45,18,9,0,9,J18,2023-2024,11
3,Union Bordeaux-Bègles,45,18,10,0,8,J18,2023-2024,6
4,Castres Olympique,44,18,9,0,9,J18,2023-2024,7
5,Racing 92,44,18,9,0,9,J18,2023-2024,10
6,Section Paloise,44,18,10,0,8,J18,2023-2024,3
7,RC Toulon,41,18,9,0,9,J18,2023-2024,2
8,Aviron Bayonnais,39,18,8,0,10,J18,2023-2024,5
9,ASM Clermont,38,18,7,2,9,J18,2023-2024,4
10,LOU Rugby,38,18,8,0,10,J18,2023-2024,1
11,Montpellier Hérault Rugby,37,18,8,0,10,J18,2023-2024,8
12,USA Perpignan,35,18,8,0,10,J18,2023-2024,16
13,Oyonnax Rugby,25,18,5,1,12,J18,2023-2024,17
0,Stade Français Paris,59,19,13,1,5,J19,2023-2024,14
1,Stade Toulousain,56,19,12,0,7,J19,2023-2024,9
2,Union Bordeaux-Bègles,49,19,11,0,8,J19,2023-2024,6
3,Racing 92,48,19,10,0,9,J19,2023-2024,10
4,RC Toulon,46,19,10,0,9,J19,2023-2024,2
5,Stade Rochelais,46,19,9,0,10,J19,2023-2024,11
6,Castres Olympique,45,19,9,0,10,J19,2023-2024,7
7,Section Paloise,45,19,10,0,9,J19,2023-2024,3
8,Aviron Bayonnais,43,19,9,0,10,J19,2023-2024,5
9,ASM Clermont,42,19,8,2,9,J19,2023-2024,4
10,USA Perpignan,39,19,9,0,10,J19,2023-2024,16
11,LOU Rugby,38,19,8,0,11,J19,2023-2024,1
12,Montpellier Hérault Rugby,37,19,8,0,11,J19,2023-2024,8
13,Oyonnax Rugby,26,19,5,1,13,J19,2023-2024,17
0,Stade Français Paris,63,20,14,1,5,J20,2023-2024,14
1,Stade Toulousain,60,20,13,0,7,J20,2023-2024,9
2,Racing 92,52,20,11,0,9,J20,2023-2024,10
3,RC Toulon,51,20,11,0,9,J20,2023-2024,2
4,Stade Rochelais,51,20,10,0,10,J20,2023-2024,11
5,Union Bordeaux-Bègles,49,20,11,0,9,J20,2023-2024,6
6,Section Paloise,46,20,10,0,10,J20,2023-2024,3
7,Castres Olympique,45,20,9,0,11,J20,2023-2024,7
8,USA Perpignan,44,20,10,0,10,J20,2023-2024,16
9,Aviron Bayonnais,43,20,9,0,11,J20,2023-2024,5
10,ASM Clermont,42,20,8,2,10,J20,2023-2024,4
11,LOU Rugby,42,20,9,0,11,J20,2023-2024,1
12,Montpellier Hérault Rugby,38,20,8,0,12,J20,2023-2024,8
13,Oyonnax Rugby,26,20,5,1,14,J20,2023-2024,17
0,Stade Français Paris,67,21,15,1,5,J21,2023-2024,14
1,Stade Toulousain,61,21,13,0,8,J21,2023-2024,9
2,Racing 92,57,21,12,0,9,J21,2023-2024,10
3,RC Toulon,55,21,12,0,9,J21,2023-2024,2
4,Union Bordeaux-Bègles,54,21,12,0,9,J21,2023-2024,6
5,Stade Rochelais,52,21,10,0,11,J21,2023-2024,11
6,Section Paloise,50,21,11,0,10,J21,2023-2024,3
7,USA Perpignan,49,21,11,0,10,J21,2023-2024,16
8,Castres Olympique,49,21,10,0,11,J21,2023-2024,7
9,Aviron Bayonnais,44,21,9,0,12,J21,2023-2024,5
10,ASM Clermont,42,21,8,2,11,J21,2023-2024,4
11,LOU Rugby,42,21,9,0,12,J21,2023-2024,1
